--------
General Information:
Found 53092 rows in total across all CSV files.
Available models: Model, anthropic/claude-sonnet-4, deepseek/deepseek-chat-v3.1, google/gemini-2.5-pro, google/gemma-3-27b-it, meta-llama/llama-4-maverick, microsoft/phi-4, openai/gpt-5, openai/gpt-oss-120b, x-ai/grok-4-fast, human
Unique phrases evaluated: 7034
Unique dates evaluated: 251
Maximum number rows for a single model: 6892
--------
Average grade (global models only): -0.1826486598481851797437514051125617697834968566894531250000000000
Average grade (global models + human): -0.1823731615230009261985344437562162056565284729003906250000000000
 > Average grade for anthropic/claude-sonnet-4: -0.2572307692307692073008240640774602070450782775878906250000000000
 > Average grade for deepseek/deepseek-chat-v3.1: -0.4851293935882580177221257144992705434560775756835937500000000000
 > Average grade for google/gemini-2.5-pro: -0.2822689562029712662116764931852230802178382873535156250000000000
 > Average grade for google/gemma-3-27b-it: -0.1441514318071509537233509945508558303117752075195312500000000000
 > Average grade for meta-llama/llama-4-maverick: -0.0248291951341443085932159107187544577755033969879150390625000000
 > Average grade for microsoft/phi-4: -0.1157864190365641282598474504084151703864336013793945312500000000
 > Average grade for openai/gpt-5: -0.2145748987854250999784966325023560784757137298583984375000000000
 > Average grade for openai/gpt-oss-120b: -0.1160012574662055984120456741948146373033523559570312500000000000
 > Average grade for x-ai/grok-4-fast: -0.0415125359638306642984240113491978263482451438903808593750000000
 > Average grade for human: -0.0821917808219178036566177070199046283960342407226562500000000000
--------
Grade frequency (global models only): [-1]: 31394 [1]: 21697 
Grade frequency (global models + human): [-1]: 31473 [1]: 21764 
 > Grade frequency for anthropic/claude-sonnet-4: [-1]: 4086 [1]: 2414 
 > Grade frequency for deepseek/deepseek-chat-v3.1: [-1]: 3845 [1]: 1333 
 > Grade frequency for google/gemini-2.5-pro: [-1]: 3323 [1]: 1860 
 > Grade frequency for google/gemma-3-27b-it: [-1]: 3536 [1]: 2645 
 > Grade frequency for meta-llama/llama-4-maverick: [-1]: 3075 [1]: 2926 
 > Grade frequency for microsoft/phi-4: [-1]: 3845 [1]: 3047 
 > Grade frequency for openai/gpt-5: [-1]: 3600 [1]: 2328 
 > Grade frequency for openai/gpt-oss-120b: [-1]: 3550 [1]: 2812 
 > Grade frequency for x-ai/grok-4-fast: [-1]: 2534 [1]: 2332 
 > Grade frequency for human: [-1]: 79 [1]: 67 
--------
Standard Deviation (global models only): 0.9831875073543554499622132425429299473762512207031250000000000000
Standard Deviation (global models + human): 0.9832386228544853778998913185205310583114624023437500000000000000

 > Standard Deviation for anthropic/claude-sonnet-4: 0.9664243477786582658950464974623173475265502929687500000000000000
 > Standard Deviation for deepseek/deepseek-chat-v3.1: 0.8745268279167021097109113725309725850820541381835937500000000000
 > Standard Deviation for google/gemini-2.5-pro: 0.9594278693909605859602152122533880174160003662109375000000000000
 > Standard Deviation for google/gemma-3-27b-it: 0.9896356979238118967145965143572539091110229492187500000000000000
 > Standard Deviation for meta-llama/llama-4-maverick: 0.9997750121839924508648778100905474275350570678710937500000000000
 > Standard Deviation for microsoft/phi-4: 0.9933462017231674545669761755561921745538711547851562500000000000
 > Standard Deviation for openai/gpt-5: 0.9767899282783304437671745290572289377450942993164062500000000000
 > Standard Deviation for openai/gpt-oss-120b: 0.9933271368566852776993414408934768289327621459960937500000000000
 > Standard Deviation for x-ai/grok-4-fast: 0.9992406641953496260200040524068754166364669799804687500000000000
 > Standard Deviation for human: 1.0000472355400464863350862287916243076324462890625000000000000000
--------
95% Confidence Interval (global models only): (-0.1910118888706772155572366500564385205507278442382812500000000000, -0.1742854308256931439302661601686850190162658691406250000000000000)
95% Confidence Interval (global models + human): (-0.1907253489926676592869370097105274908244609832763671875000000000, -0.1740209740533341931101318778019049204885959625244140625000000000)
 > 95% Confidence Interval for anthropic/claude-sonnet-4: (-0.2807248942583214779133982119674328714609146118164062500000000000, -0.2337366442032169366882499161874875426292419433593750000000000000)
 > 95% Confidence Interval for deepseek/deepseek-chat-v3.1: (-0.5089493084497906938423739120480604469776153564453125000000000000, -0.4613094787267252860907262856926536187529563903808593750000000000)
 > 95% Confidence Interval for google/gemini-2.5-pro: (-0.3083887543419389087873128119099419564008712768554687500000000000, -0.2561491580640036236360401744605042040348052978515625000000000000)
 > 95% Confidence Interval for google/gemma-3-27b-it: (-0.1688228475598888556064025578962173312902450561523437500000000000, -0.1194800160544130379625116233910375740379095077514648437500000000)
 > 95% Confidence Interval for meta-llama/llama-4-maverick: (-0.0501244206515294651871350595229159807786345481872558593750000000, 0.0004660303832408480007032380854070652276277542114257812500000000)
 > 95% Confidence Interval for microsoft/phi-4: (-0.1392382141939794981677636087624705396592617034912109375000000000, -0.0923346238791487583519312920543598011136054992675781250000000000)
 > 95% Confidence Interval for openai/gpt-5: (-0.2394402825546035895598606657586060464382171630859375000000000000, -0.1897095150162466103971325992461061105132102966308593750000000000)
 > 95% Confidence Interval for openai/gpt-oss-120b: (-0.1404098961591412342286844250338617712259292602539062500000000000, -0.0915926187732699487176191155413107480853796005249023437500000000)
 > 95% Confidence Interval for x-ai/grok-4-fast: (-0.0695883358398000639866154415358323603868484497070312500000000000, -0.0134367360878612715491264850697916699573397636413574218750000000)
 > 95% Confidence Interval for human: (-0.2444072162990899854673187974185566417872905731201171875000000000, 0.0800236546552543781540833833787473849952220916748046875000000000)
--------
99% Confidence Interval (global models only): (-0.1936398058888002537969441618770360946655273437500000000000000000, -0.1716575138075701056905586483480874449014663696289062500000000000)
99% Confidence Interval (global models + human): (-0.1933497965034391696814708438978414051234722137451171875000000000, -0.1713965265425626827155980436145910061895847320556640625000000000)
 > 99% Confidence Interval for anthropic/claude-sonnet-4: (-0.2881072833833556723348578998411539942026138305664062500000000000, -0.2263542550781827422667902283137664198875427246093750000000000000)
 > 99% Confidence Interval for deepseek/deepseek-chat-v3.1: (-0.5164340681600075866342081098991911858320236206054687500000000000, -0.4538247190165084488100433190993499010801315307617187500000000000)
 > 99% Confidence Interval for google/gemini-2.5-pro: (-0.3165961897541140768197465149569325149059295654296875000000000000, -0.2479417226518284833591820870424271561205387115478515625000000000)
 > 99% Confidence Interval for google/gemma-3-27b-it: (-0.1765751682417025514304498301498824730515480041503906250000000000, -0.1117276953725993560162521589518291875720024108886718750000000000)
 > 99% Confidence Interval for meta-llama/llama-4-maverick: (-0.0580727565676717877307666526576213072985410690307617187500000000, 0.0084143662993831670748878792664982029236853122711181640625000000)
 > 99% Confidence Interval for microsoft/phi-4: (-0.1466073023098211358661302483596955426037311553955078125000000000, -0.0849655357633071206535646524571347981691360473632812500000000000)
 > 99% Confidence Interval for openai/gpt-5: (-0.2472535524044963683998332726332591846585273742675781250000000000, -0.1818962451663538315571599923714529722929000854492187500000000000)
 > 99% Confidence Interval for openai/gpt-oss-120b: (-0.1480796463044349309257086133584380149841308593750000000000000000, -0.0839228686279762658983827350311912596225738525390625000000000000)
 > 99% Confidence Interval for x-ai/grok-4-fast: (-0.0784103915425736486266572455861023627221584320068359375000000000, -0.0046146803850876869090846810195216676220297813415527343750000000)
 > 99% Confidence Interval for human: (-0.2953790003248826234738544371793977916240692138671875000000000000, 0.1309954386810469884050434075106750242412090301513671875000000000)
--------
Top 100 phrases with highest discordance (variance):
1. Discordance: 1.0000000000000000000000000000000000000000000000000000000000000000 | Count: 8 | Grades: [-1, -1, -1, -1, 1, 1, 1, 1] | Phrase: A soma da inflação acumulada até fevereiro mais o aumento esperado de preços administrados ao longo do ano atinge 2, 4%, o que representa 60% da meta estabelecida. | 21/03/2001
8. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A mediana das expectativas de inflação medida pelo IPCA, coletadas por pesquisa diária do Banco Central, encontrava-se em 6, 10% em 24 de maio, indicando sua convergência para a meta, fixada em 6, 00%. | 24/05/2000
9. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Dos exercícios de simulação com o cenário central, concluiu-se que a manutenção da taxa de juros no nível atual é compatível com as metas para a inflação estabelecidas para 2000 e 2001. | 24/05/2000
10. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: O balanço de oferta e demanda indica ausência de desequilíbrios que possam traduzir-se em pressões inflacionárias significativas no horizonte relevante para o regime de metas para a inflação. | 24/05/2000
11. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: A variação de preços medida pelo IPCA, após estabilidade em maio, alcançou 0, 23% em junho, acumulando alta de 6, 51% em doze meses. | 19/07/2000
12. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: O quadro geral continua consistente com o cumprimento das metas para a inflação, sem modificações substantivas na comparação com o analisado na reunião anterior. | 20/09/2000
13. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Quanto aos países da Área do Euro, a atividade econômica continua com indícios de desaceleração enquanto a inflação mantém-se em trajetória ascendente, ainda refletindo a alta nos preços dos importados, particularmente petróleo. | 20/12/2000
14. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No componente atacadista, destacaram-se os aumentos dos preços dos produtos de origem animal-bovinos, aves, ovos e leite-bem como do feijão e das hortaliças, que conjuntamente, contribuíram com 0, 82 ponto percentual da variação do IPA. | 18/04/2001
15. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Na direção oposta, temos os impactos inflacionários potenciais da continuada depreciação cambial e do choque de energia, ainda por se materializar. | 23/05/2001
16. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O Copom concluiu que a persistência das pressões já existentes sobre a taxa de inflação e os prováveis efeitos secundários da crise de energia recomendam reforço da política monetária de forma a realinhar a trajetória esperada da inflação às metas estabelecidas para 2001 e, principalmente, 2002. | 23/05/2001
17. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O prazo médio do estoque da dívida mobiliária sofreu elevação, de 32, 0 meses em abril para 33, 6 em maio, devido essencialmente ao aumento de quase 3 meses no prazo médio da dívida vinculada à Taxa Selic. | 20/06/2001
18. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: As expectativas gerais de inflação, embora tenham sido revistas para cima, não acompanharam a velocidade da depreciação cambial, em linha com a expectativa de que uma parcela desta depreciação não será transmitida aos preços finais. | 18/07/2001
19. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: O segundo, refere-se ao comportamento dos preços, que não evidencia, como especulado inicialmente, aumentos generalizados decorrentes do choque de oferta. | 22/08/2001
20. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: A queda, próxima a 9%, atingiu os dois componentes desse índice, intenções atuais e intenções futuras, interrompendo o movimento de recuperação que se observava a partir dos níveis mínimos alcançados em junho, sob o impacto do início do racionamento de energia. | 17/10/2001
21. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Em particular, a expectativa de uma redução no déficit em Conta Corrente e uma melhora no financiamento externo do país, amparadas pelos ajustes das políticas monetária e cambial, contribuíram para uma valorização do real e para a redução do risco Brasil. | 21/11/2001
22. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O núcleo de inflação do IPCA, calculado pelo método de médias aparadas simétricas, elevou-se em novembro para 0, 77%, ante um valor de 0, 57% observado em outubro. | 19/12/2001
23. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: a projeção para o reajuste das tarifas de energia elétrica para 2002 foi aumentado ligeiramente para 20, 4%, em função do aumento de 2, 9% ocorrido nos últimos dias do ano passado, o que é refletido na inflação de janeiro deste ano;. | 23/01/2002
24. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A taxa mensal do Índice Nacional de Preços ao Consumidor Amplo (IPCA) recuou pelo quarto mês consecutivo ao assinalar variação de 0, 36% em fevereiro, ante 0, 52% no mês anterior. | 20/03/2002
25. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Deve-se destacar que, mesmo que se considere que os agentes econômicos tomaram suas decisões com base na taxa de câmbio efetivamente observada, o que implicaria maior repasse da depreciação para a inflação, o IPCA projetado para 2002 ainda ficaria abaixo do limite superior da meta de 5, 5%. | 22/05/2002
26. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Dos exercícios de simulação com diversas especificações do modelo estrutural, concluiu-se que a manutenção da taxa de juros em 18, 5% ao ano e da taxa de câmbio no patamar que prevalecia na véspera da reunião do Copom apontam para uma inflação em torno de 5, 5% em 2002 e abaixo da meta para 2003. | 19/06/2002
27. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O núcleo de inflação calculado por exclusão dos preços administrados e dos alimentos no domicílio registrou uma variação de 0, 39% em julho, com variação acumulada em doze meses de 6, 12%. | 21/08/2002
28. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Vários índices de preços publicados recentemente revelaram aumento da inflação, causado principalmente pela depreciação cambial. | 01/10/2002
29. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Segundo o IPC-Fipe, a inflação aumentou de 0, 73% na terceira quadrissemana de setembro para 0, 81% na primeira quadrissemana de outubro e, de acordo com o IPC-M, a inflação do primeiro decêndio aumentou de 0, 42% para 0, 49% entre setembro e outubro. | 01/10/2002
30. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Em outubro, a depreciação cambial deve continuar sendo a principal fonte de pressão sobre os preços, fato que, associado a fatores como o aumento dos preços monitorados-devido, principalmente, aos reajustes de ônibus urbano no Rio de Janeiro e ao aumento das passagens aéreas-e o auge da entressafra, sobretudo com o atraso da incidência de chuvas, implicará a manutenção das taxas de inflação em patamares relativamente elevados. | 23/10/2002
31. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O núcleo de inflação calculado por exclusão dos preços administrados e dos alimentos no domicílio registrou uma variação de 0, 61% em setembro, com variação acumulada em doze meses de 6, 49%. | 23/10/2002
32. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Dados preliminares da Fecomércio mostram que o faturamento real do comércio varejista em São Paulo manteve-se praticamente estável em outubro (série dessazonalizada), mas encontra-se 12, 5% acima do valor observado em outubro de 2001. | 20/11/2002
33. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Ainda que tais fatores sejam levados em consideração, a dinâmica dos preços livres mostra desaceleração inequívoca da inflação: excluindo os alimentos, a inflação dos preços livres em maio e junho situa-se entre 0, 45% e 0, 50%, ante 0, 81% em abril. | 23/07/2003
34. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Prevaleceu no resultado o impacto da nova queda nos preços dos produtos químicos, particularmente combustíveis e lubrificantes e fertilizantes, e o registro de variações negativas em importantes segmentos como produtos alimentares, matérias plásticas, metalúrgicos, material elétrico, papel e papelão, tecidos e vestuário. | 23/07/2003
35. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Quanto ao IPCA, a variação negativa observada em junho foi determinada pelas reduções nos preços da gasolina, do álcool e dos alimentos que, juntos, contribuíram com-0, 45   no resultado. | 23/07/2003
36. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: A variação acumulada nos últimos doze meses elevou-se para 12, 67%, ainda refletindo os efeitos da alta nos preços no segundo semestre de 2002. | 20/08/2003
37. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A inflação dos itens comercializáveis vem caindo significativamente nos últimos dois meses-de 0, 95% em maio para 0, 38% em junho e-0, 06% em julho-respondendo, com alguma defasagem, à apreciação cambial que ocorreu no segundo trimestre do ano. | 20/08/2003
38. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A expectativa para a inflação acumulada nos doze meses seguintes também caiu, de 6, 25% para 5, 9%, e está abaixo de 6%, valor estipulado pela trajetória das metas para a inflação acumulada nos doze meses que se encerram em outubro de 2004. | 19/11/2003
39. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Mesmo que o que esteja ocorrendo atualmente seja somente um episódio temporário, o aumento da inflação projetada já recomendaria cautela adicional na condução da política monetária. | 21/01/2004
40. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Houve, portanto, uma alteração do balanço de riscos em relação àquele descrito em janeiro e fevereiro, tendo diminuído o risco de maior inflação e mantendo-se baixo o risco de que falte sustentação à retomada da atividade. | 17/03/2004
41. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Essas considerações indicam que a manutenção da taxa Selic em janeiro e fevereiro foi suficiente para elevar, neste momento, a probabilidade de materialização dos cenários de baixa persistência inflacionária considerados pelo Comitê, afastando o perigo de que o aumento da inflação ocorrido entre dezembro e fevereiro viesse a contaminar as expectativas de inflação e provocar uma mudança na dinâmica inflacionária. | 17/03/2004
42. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: O Copom ressalta que não faz sentido, diante do quadro de normalização macroeconômica que o país vem logrando consolidar, inferir de forma mecânica que um ritmo mais moderado de reduções dos juros corresponda a uma avaliação negativa sobre o comportamento futuro da inflação, ou que dele deva resultar pessimismo a respeito da trajetória futura do nível de atividade. | 14/04/2004
43. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O núcleo de inflação para o IPCA calculado por exclusão de alimentos no domicílio e preços monitorados foi de 0, 53% em junho, ante 0, 7% no mês anterior, acumulando 7, 17% em doze meses. | 21/07/2004
44. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: A partir das hipóteses do cenário de referência, que incluem a manutenção da taxa de juros em 16% ao ano e da taxa de câmbio em patamar próximo ao que prevalecia na véspera da reunião do Copom (R$3, 00), concluiu-se que as projeções de inflação estão acima da meta de 5, 5% para 2004 e ligeiramente acima da meta de 4, 5% para 2005. | 21/07/2004
45. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A variação dos preços industriais no atacado passou de 1, 97% em junho para 1, 76% em julho, principalmente pela magnitude da desaceleração da alta nos preços do gênero química, de 2, 96% em julho ante 5, 37% em junho. | 18/08/2004
46. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Quanto aos núcleos de inflação para o IPCA, observou-se em setembro alguma desaceleração dos núcleos calculados por exclusão de alimentos e de preços administrados e por médias aparadas sem suavização de itens predeterminados. | 20/10/2004
47. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Nas Notas da reunião de janeiro, o Copom mencionou fatores específicos, entre as incertezas que normalmente cercam exercícios de projeção macroeconômica, que poderiam vir a prejudicar o processo de convergência da inflação para a trajetória de metas. | 16/02/2005
48. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Essa deterioração deveu-se a uma conjunção de fatores, entre os quais a ocorrência de uma inflação maior do que a prevista em fevereiro, a atualização da medida do hiato do produto pela incorporação dos dados das Contas Nacionais do quarto trimestre de 2004, a depreciação do câmbio entre as reuniões de fevereiro e março e a revisão das projeções para preços administrados. | 16/03/2005
49. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No entanto, no que diz respeito ao impacto dos preços internacionais sobre os preços domésticos, ainda que as elevações recentes não se traduzam em aumento no preço da gasolina, continuam representando um fator de risco para a trajetória futura da inflação por intermédio dos seus efeitos sobre os preços de insumos derivados do petróleo, bem como sobre as expectativas dos agentes econômicos. | 20/07/2005
50. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Isso pode ser visto como indício de que as expectativas para horizontes mais longos continuam sendo sensibilizadas por desenvolvimentos favoráveis que contribuem para arrefecer as pressões inflacionárias, tais como a reavaliação das expectativas de mercado para a trajetória da taxa de câmbio e a postura de política monetária. | 17/08/2005
51. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A partir do início de setembro, as taxas futuras recuaram, reagindo à queda dos índices de inflação corrente e das expectativas de inflação e à divulgação dos dados da produção industrial de julho, que ficaram abaixo das projeções. | 14/09/2005
52. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Para outubro, espera-se aumento das taxas de inflação ao consumidor, ainda em decorrência do impacto do aumento dos preços dos combustíveis ocorrido em 10 de setembro. | 19/10/2005
53. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No ano, até setembro, observaram-se aumentos de 29, 2% em bens de capital, de 20, 5% em bens de consumo, de 20, 3% em combustíveis e lubrificantes e de 15, 7% em matérias-primas e bens intermediários, considerados os valores médios diários de igual período do ano anterior. | 19/10/2005
54. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No ano, até outubro, observaram-se aumentos de 28, 9% em bens de capital, de 22, 3% em bens de consumo, de 15, 8% em combustíveis e lubrificantes e de 14, 1% em matérias-primas e bens intermediários, considerados os valores médios diários de igual período do ano anterior. | 23/11/2005
55. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: As projeções do cenário de referência para os períodos de doze meses que se encerram em março de 2006, junho de 2006 e setembro de 2006 se encontram abaixo dos valores que dizem respeito a esses períodos na trajetória de metas obtida pela interpolação do objetivo de inflação de 5, 1% para 2005 e da meta de 4, 5% estabelecida pelo CMN para 2006. | 23/11/2005
56. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: O Copom reafirma o diagnóstico, expresso nas Notas das últimas reuniões, de que tanto os resultados recentes da inflação como as projeções de inflação realizadas pelo Banco Central e pelos analistas do setor privado sugerem que, além de conter as pressões inflacionárias de curto prazo, a postura de política monetária adotada desde setembro de 2004 vem contribuindo de maneira importante para a consolidação de um ambiente macroeconômico cada vez mais favorável em horizontes mais longos. | 23/11/2005
57. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A atividade econômica deverá se recuperar nos próximos meses e continuar em expansão, em ritmo condizente com as condições de oferta, de modo a não resultar em pressões significativas sobre a inflação. | 14/12/2005
58. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Esta elevação deve-se à elevação da taxa de câmbio utilizada neste cenário, em relação à reunião anterior, combinada com a redução do de seis meses projetada pelo VAR a partir de uma taxa Selic mais baixa. | 14/12/2005
59. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Levando em conta um horizonte mais longo, os núcleos ainda permanecem em patamares inferiores aos observados no início do ano, embora registrem, no caso das medidas calculadas pelo procedimento de médias aparadas, valores superiores àqueles consistentes com as metas de inflação. | 14/12/2005
60. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Por outro lado, no cenário de mercado, a inflação projetada permanece acima da meta de 4, 50% estabelecida pelo CMN, mas houve redução em relação a dezembro em virtude da menor depreciação cambial esperada pelos analistas ao longo do ano. | 18/01/2006
61. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: De acordo com o cenário de referência, que considera ao longo do horizonte relevante a manutenção da taxa Selic em 16, 50% e da taxa de câmbio em R$2, 15, a projeção de inflação para 2006 diminuiu em relação ao valor estimado na reunião de março. | 19/04/2006
62. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Após recuo de 1, 2% em janeiro, o poder de compra dos trabalhadores aumentou 1, 1% em fevereiro, situando-se em patamar 2, 5% superior ao observado em fevereiro de 2005, reflexo, em parte, dos efeitos positivos das menores taxas de inflação sobre o salário. | 19/04/2006
63. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O índice de difusão do IPCA, indicador da proporção de itens com variações positivas no resultado do mês, situou-se em 58, 3% em outubro, ante 54, 9% em setembro e 52, 1% em agosto.  tividade econômica. | 29/11/2006
64. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: No cenário de mercado, que leva em conta as trajetórias de câmbio e juros apuradas pela Gerin junto a analistas no período imediatamente anterior à reunião do Copom, a projeção de inflação para 2007 também apresentou valor abaixo do valor central da meta de inflação e abaixo do considerado na reunião do Copom de novembro. | 24/01/2007
65. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: De fato, com os desenvolvimentos observados nos últimos meses, a inflação acumulada em 2006 alcançou 3, 14%, ante 5, 69% em 2005, sendo a menor taxa de inflação anual desde a adoção do regime de metas, em 1999. | 24/01/2007
66. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Em que pese a aceleração inflacionária observada no final de 2006 e no início de 2007, o cenário mais provável é que a inflação continue evoluindo segundo a trajetória das metas. | 07/03/2007
67. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: A maioria do Comitê, entretanto, manteve a avaliação de que, tendo em vista a extensão do processo de flexibilização já implementado, as incertezas remanescentes quanto aos impactos defasados do estímulo monetário já injetado na economia, o comportamento esperado dos outros fatores de sustentação do dispêndio, como o crescimento da renda, em um quadro de sólida expansão da demanda doméstica por bens e serviços transacionáveis e não transacionáveis, e de fortalecimento da atividade econômica, continuavam a recomendar a manutenção do ritmo de redução da taxa básica de juros em 25. | 18/04/2007
68. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A emergência de pressões inflacionárias globais ainda não apresenta riscos para a trajetória de inflação doméstica no curto prazo, mas o aquecimento da demanda poderia ensejar aumento no repasse de pressões sobre preços no atacado para os preços ao consumidor. | 06/06/2007
69. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: De acordo com o Índice de Preços ao Consumidor Amplo (IPCA), a inflação registrou desaceleração em abril e em maio para 0, 25% e 0, 28%, respectivamente, ante 0, 37% em março. | 06/06/2007
70. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A decisão do Copom de reduzir a meta para a taxa Selic em 50   na reunião de junho, a continuidade do movimento de valorização do real frente ao dólar e a divulgação, no início de julho, de índices de inflação corrente dentro do intervalo das projeções contribuíram para o recuo das taxas de prazo de até um ano. | 18/07/2007
